Asset ID	count	Event Time	Event Date	Class Structure	Class Structure ID	Material	Nominal Size (mm)	Soil Class	Soil Description	Grant Description	Pipe Inside Diameter (mm)	Pipe Material	Pipe Shape	Construction Date (YYYYMMDD)	Pipe Lining	Date Insulated	Tapping Status	Road Name	Road Type	Pipe Length (m)	Pipe Status	Height Start of Pipe (meters above sea level)	Height End of Pipe (meters above sea level)	Latitude Start of Pipe	Lattitude End of Pipe	Longitude Start of Pipe	Longitude End of Pipe	Distribution Zone ID	Water Quality Zone ID	Description	Failure Code	Failure Description	Job Plan	Job Plan Number	Service Location Id	Formatted Address	City	Post Code	Latitude	Longitude	months_break
1693353	1	17:15:00.0000000	2000-11-29	Repair Burst Water Main	WRBRST	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	125	EX	Moderate shrink/swell potential.	Clay.	125	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	CIRCULAR	2000-05-01	NONE	(null)	YES	CASSOWARY	STREET	58.8455	INTEGRITY	85.3950	90.2700	-37.79531577	-37.79523592	145.15338984	145.15272929	1125113390	1125029164	REP LK 1.5M DEEP NON MS 100DIA	UNKN	UNKN			1313141				(null)	(null)	2
1693437	1	13:48:00.0000000	2002-03-01	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	100	SE	Low shrink/swell potential.	Silty Soil.	100	UPVC - MODIFIED	CIRCULAR	2001-08-21	NONE	(null)	YES	WHEATLAND	ROAD	143.7418	INTEGRITY	41.6394	41.4300	-37.86615748	-37.86594994	145.03958070	145.03796818	1550536288	1125029165	REP LK 1.5M DEEP NON MS 100DIA	UNKN	UNKN			1079225	65 WHEATLAND ROAD MALVERN 3144	MALVERN	3144	-37.86596951	145.03885990	2
169361	1	19:55:00.0000000	1999-08-16	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	100	SE	Low shrink/swell potential.	Silty Soil.	100	UPVC - MODIFIED	CIRCULAR	1997-07-18	NONE	(null)	YES	MARSHALL	AVENUE	2.2680	INTEGRITY	96.1300	96.1230	-37.90704595	-37.90706646	145.12767477	145.12767107	1550536363	1125029160	REP BURST MNS UPTO 100 DTH>2-3	UNKN	UNKN			1494904	2/2 MARSHALL AVENUE CLAYTON 3168	CLAYTON	3168	-37.90727234	145.12805080	8
1694834	1	16:05:00.0000000	2005-02-08	Repair Burst Water Main	WRBRST	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	50	EX	Moderate shrink/swell potential.	Clay.	50	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	CIRCULAR	1997-04-23	NONE	(null)	YES	MOZART	CIRCLE	46.3762	INTEGRITY	111.5041	114.6698	-37.78717603	-37.78733713	145.17575775	145.17548719	1125113392	1125029164	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1533263	1 MOZART CIRCLE DONVALE 3111	DONVALE	3111	-37.78680587	145.17608320	31
1694836	1	15:57:00.0000000	2010-03-19	Repair Burst Water Main	WRBRST	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	125	EX	Moderate shrink/swell potential.	Clay.	125	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	CIRCULAR	2001-05-29	NONE	(null)	YES	SPRINGVALE	ROAD	247.9301	INTEGRITY	126.0000	122.1000	-37.79590231	-37.79368847	145.17944386	145.17982056	1125113392	1125029164	REPAIR BURST WATER MAIN	UNKN	UNKN			1692657	330 SPRINGVALE ROAD DONVALE 3111	DONVALE	3111	-37.79508300	145.17928600	35
1696581	1	15:20:00.0000000	2003-03-04	Repair Burst Water Main	WRBRST	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	125	EX	Moderate shrink/swell potential.	Clay.	125	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	CIRCULAR	1999-08-30	NONE	(null)	YES	OAKOVER	ROAD	24.7421	MIGRATED	51.1600	51.2200	-37.74897539	-37.74900096	144.99144163	144.99172052	1550539577	1125029158	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1130908	59 OAKOVER ROAD PRESTON 3072	PRESTON	3072	-37.74909233	144.99168260	14
1696927	1	11:00:00.0000000	1997-10-07	Repair Burst Water Main	WRBRST	MEDIUM DENSITY POLYETHYLENE	63	EX	Moderate shrink/swell potential.	Clay.	63	MEDIUM DENSITY POLYETHYLENE	CIRCULAR	1995-03-28	NONE	(null)	YES	WILKINS	GROVE	60.2753	INTEGRITY	139.4155	140.6051	-37.80436502	-37.80390401	145.25015462	145.25026790	1550014689	1125029150	REP BURST MNS UPTO 100 DTH>2-3	UNKN	UNKN			1531133	3A CHARLES STREET RINGWOOD EAST 3135	RINGWOOD EAST	3135	-37.80463651	145.24939770	11
1697182	1	10:27:00.0000000	2010-08-07	Repair Burst Water Main	WRBRST	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	180	EX	Moderate shrink/swell potential.	Clay.	180	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	CIRCULAR	2000-11-03	NONE	(null)	YES	PORTER	STREET	162.0512	INTEGRITY	75.5900	70.0100	-37.75637905	-37.75616266	145.16766274	145.16584396	1550539589	1125029164	REPAIR LEAKING WATER MAIN	UNKN	UNKN			1408952	402 PORTER STREET TEMPLESTOWE 3106	TEMPLESTOWE	3106	-37.75621344	145.16585020	39
1698026	1	12:08:00.0000000	2003-03-23	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	1995-04-07	NONE	(null)	YES	CLENDON	COURT	64.9148	INTEGRITY	63.8400	54.3066	-37.75635582	-37.75577721	145.16188799	145.16199560	1550539589	1125029164	REP LK >1.5DEEP NON MS <150DIA	UNKN	UNKN			1525718	2 CLENDON COURT TEMPLESTOWE 3106	TEMPLESTOWE	3106	-37.75602820	145.16206350	31
1698692	1	21:21:00.0000000	2004-08-15	Repair Burst Water Main	WRBRST	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	180	EX	Moderate shrink/swell potential.	Clay.	180	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	CIRCULAR	2000-11-03	NONE	(null)	YES	PORTER	STREET	130.4247	INTEGRITY	70.0100	47.3300	-37.75616266	-37.75599384	145.16584396	145.16437915	1550539589	1125029164	REP LK 1.5DEEP NON MS <225 DIA	UNKN	UNKN			1408957	392 PORTER STREET TEMPLESTOWE 3106	TEMPLESTOWE	3106	-37.75611626	145.16481960	15
1698942	1	13:27:00.0000000	2002-04-21	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2001-05-22	NONE	(null)	YES	HALWYN	CRESCENT	134.9262	INTEGRITY	38.6200	40.5600	-37.74931754	-37.74813896	144.98271338	144.98291751	1550539577	1125029158	REP LK 1.5M DEEP NON MS 100DIA	UNKN	UNKN			1131846	10 HALWYN CRESCENT PRESTON 3072	PRESTON	3072	-37.74860747	144.98282040	4
1699150	1	08:24:00.0000000	2008-01-09	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	150	EX	Moderate shrink/swell potential.	Clay.	150	UPVC - MODIFIED	CIRCULAR	2005-02-14	NONE	(null)	YES	UNKNOWN	DRIVE	197.5108	INTEGRITY	128.4659	126.1354	-37.67043375	-37.67217672	144.96383231	144.96350590	1550536408	1125029156	REP LK 1.5M DEEP NON MS 100DIA	UNKN	UNKN			1626163	22 HUMESIDE DRIVE CAMPBELLFIELD 3061	CAMPBELLFIELD	3061	-37.67034980	144.96390570	12
1699538	1	16:02:00.0000000	2014-11-21	Repair Leaking Water Main	WRLEAK	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	150	EX	Moderate shrink/swell potential.	Clay.	150	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2000-11-21	NONE	(null)	YES	LUCKIE	STREET	188.1106	INTEGRITY	128.6150	125.6479	-37.81611448	-37.81588330	145.17608966	145.17397318	1550014689	1125029150	Fault,Water (Drinking And Ndw) Works,Main,Naturestrip,Wet Patch,Not Urgent,Safety Hazard	DWRM	Drinking Water Retic Main	Water Repair Service	WSLREPAIR	1255045	1 LUCKIE STREET NUNAWADING 3131	NUNAWADING	3131	-37.81593426	145.17556260	56
1701295	1	15:02:00.0000000	2011-08-29	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	150	VE	Very high shrink/swell potential.	Expansive Clay.	150	UPVC - MODIFIED	CIRCULAR	2006-10-12	NONE	(null)	YES	UNKNOWN	WALK	67.1087	INTEGRITY	61.8300	61.7250	-37.73969378	-37.73910730	144.96878243	144.96859828	1550536336	1125029158	REPAIR BURST WATER MAIN	UNKN	UNKN			1767651	18/3 WARDENS WALK COBURG 3058	COBURG	3058	-37.73930767	144.96852670	19
1701421	1	02:03:00.0000000	2007-06-05	Repair Burst Water Main	WRBRST	DUCTILE IRON CEMENT LINED	225	EX	Moderate shrink/swell potential.	Clay.	225	DUCTILE IRON CEMENT LINED	CIRCULAR	1995-08-22	NONE	(null)	YES	MURRAY	ROAD	314.8731	INTEGRITY	165.6025	157.2230	-37.79564422	-37.79801359	145.26741879	145.26893586	1550536397	1125029140	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1376175	15 MURRAY ROAD CROYDON 3136	CROYDON	3136	-37.79779015	145.26849220	47
1701858	1	10:30:00.0000000	2005-11-15	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC - MODIFIED	CIRCULAR	2004-09-30	NONE	(null)	YES	ASHLEY	STREET	126.5915	INTEGRITY	96.5109	97.4589	-37.81067734	-37.81083807	145.13866646	145.14008979	1550536358	1125029152	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1165097	3 ASHLEY STREET BOX HILL NORTH 3129	BOX HILL NORTH	3129	-37.81083437	145.13933820	5
1702244	1	17:30:00.0000000	2005-01-03	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	1997-09-15	NONE	(null)	YES	HILLCREST	AVENUE	77.0060	INTEGRITY	127.7000	119.2890	-37.81535583	-37.81466197	145.21526973	145.21526651	1550014689	1125029150	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1350528	23 HILLCREST AVENUE RINGWOOD 3134	RINGWOOD	3134	-37.81473715	145.21504520	30
1702981	1	09:57:00.0000000	2002-11-07	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2001-10-29	NONE	(null)	YES	HUTTON	STREET	137.0366	INTEGRITY	48.2530	49.0000	-37.75467117	-37.75481545	144.98866693	144.99015958	1550536422	1125029157	REP LK 1.5DEEP NON MS <150DIA	UNKN	UNKN			1063682	100 HUTTON STREET THORNBURY 3071	THORNBURY	3071	-37.75466929	144.98948870	4
1703770	1	15:32:00.0000000	2013-02-16	Repair Burst Water Main	WRBRST	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	63	EX	Moderate shrink/swell potential.	Clay.	63	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	CIRCULAR	2000-03-03	NONE	(null)	YES	CHATEAU	CLOSE	93.3503	INTEGRITY	141.2421	141.7100	-37.78803997	-37.78752396	145.25955407	145.26003393	1550536397	1125029140	REPAIR LEAKING WATER MAIN	UNKN	UNKN			1579596	9 ARDEL STREET CROYDON 3136	CROYDON	3136	-37.78889440	145.26031570	52
1703850	1	14:23:00.0000000	2013-08-12	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2001-03-21	NONE	(null)	YES	HILLCROFT	STREET	86.1625	INTEGRITY	74.6700	77.6200	-37.71935360	-37.71944653	144.98922547	144.99018986	1550610094	1125029168	REPAIR LEAKING WATER MAIN	UNKN	UNKN			1136120	6 HILLCROFT STREET RESERVOIR 3073	RESERVOIR	3073	-37.71930313	144.98982160	50
170397	1	13:38:00.0000000	2005-10-06	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	150	VE	Very high shrink/swell potential.	Expansive Clay.	150	UPVC - MODIFIED	CIRCULAR	2002-11-28	NONE	(null)	YES	REDMOND	COURT	137.5641	INTEGRITY	95.8219	95.0000	-37.69328493	-37.69304885	145.06940112	145.06787543	1551065665	1125029168	REP LK 1.5DEEP NON MS <150DIA	UNKN	UNKN			1608050	27 REDMOND COURT BUNDOORA 3083	BUNDOORA	3083	-37.69310294	145.06903800	12
1704222	1	13:26:00.0000000	2012-07-16	Repair Burst Water Main	WRBRST	MEDIUM DENSITY POLYETHYLENE	180	EX	Moderate shrink/swell potential.	Clay.	180	MEDIUM DENSITY POLYETHYLENE	CIRCULAR	2005-07-21	NONE	(null)	YES	GREENWOOD	LANE	155.0037	INTEGRITY	126.5822	125.4492	-37.83756273	-37.83618250	145.18250188	145.18277088	1550014689	1125029150	REPAIR LEAKING WATER MAIN	UNKN	UNKN			1689909	3 BRENTFORD SQUARE FOREST HILL 3131	FOREST HILL	3131	-37.83631569	145.18289010	28
1705342	1	15:30:00.0000000	2006-01-09	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2001-06-15	NONE	(null)	YES	LEICESTER	STREET	218.3897	INTEGRITY	65.0380	59.0305	-37.74314326	-37.74338599	144.99143410	144.99389257	1550539577	1125029158	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1132539	45 LEICESTER STREET PRESTON 3072	PRESTON	3072	-37.74335857	144.99260940	19
1706308	1	14:09:00.0000000	2011-12-12	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC - MODIFIED	CIRCULAR	2004-06-10	NONE	(null)	YES	DUNLAVIN	ROAD	68.8572	INTEGRITY	114.2200	118.0600	-37.81143991	-37.81082832	145.18480168	145.18467012	1550014689	1125029150	REPAIR LEAKING WATER MAIN	UNKN	UNKN			1259625	16 DUNLAVIN ROAD NUNAWADING 3131	NUNAWADING	3131	-37.81129836	145.18465070	30
1707526	1	09:31:00.0000000	2006-07-22	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC - MODIFIED	CIRCULAR	2004-07-09	NONE	(null)	YES	ROEBOURNE	CRESCENT	261.0068	INTEGRITY	99.0000	103.4365	-37.68903822	-37.68793388	144.96215293	144.96356328	1550536407	1125029159	REP LK 1.5M DEEP NON MS 100DIA	UNKN	UNKN			1192508	28 ROEBOURNE CRESCENT CAMPBELLFIELD 3061	CAMPBELLFIELD	3061	-37.68847367	144.96359660	8
1710151	1	11:30:00.0000000	2008-01-18	Repair Burst Water Main	WRBRST	MEDIUM DENSITY POLYETHYLENE	125	EX	Moderate shrink/swell potential.	Clay.	125	MEDIUM DENSITY POLYETHYLENE	CIRCULAR	2005-07-08	NONE	(null)	YES	CHERRYTREE	GROVE	315.1798	INTEGRITY	163.6400	152.1098	-37.78922183	-37.78710019	145.26720025	145.26481632	1550536397	1125029140	REP LK 1.5M DEEP NON MS 100DIA	UNKN	UNKN			1371422	6 CHERRY TREE GROVE CROYDON 3136	CROYDON	3136	-37.78851531	145.26657380	10
171041	1	14:32:00.0000000	2006-09-21	Repair Burst Water Main	WRBRST	DUCTILE IRON CEMENT LINED	300	VE	Very high shrink/swell potential.	Expansive Clay.	300	DUCTILE IRON CEMENT LINED	CIRCULAR	2000-02-15	NONE	(null)	YES	PLENTY	ROAD	31.5094	INTEGRITY	146.0000	146.0000	-37.64920350	-37.64936473	145.09005086	145.09034462	1550539587	1125029149	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1409409	855W PLENTY ROAD SOUTH MORANG 3752	SOUTH MORANG	3752	-37.64900259	145.09000520	26
1712416	1	13:38:00.0000000	2005-04-13	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2000-10-06	NONE	(null)	YES	ALEC	CRESCENT	307.2213	INTEGRITY	85.2455	87.2352	-37.69349263	-37.69582638	144.96981687	144.97017369	1551072572	1125029159	REP LK 1.5M DEEP NON MS 100DIA	UNKN	UNKN			1196378	20 ALEC CRESCENT FAWKNER 3060	FAWKNER	3060	-37.69423507	144.97054990	18
17128	1	15:45:00.0000000	2004-05-12	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	150	EX	Moderate shrink/swell potential.	Clay.	150	UPVC - MODIFIED	CIRCULAR	2004-03-15	NONE	(null)	YES	JUKES	ROAD	87.0003	INTEGRITY	82.0000	81.7700	-37.70240936	-37.70265833	144.97269566	144.97349601	1551072572	1125029159	REP BURST 0-1.5M DEEP <150 DIA	UNKN	UNKN			1195109	50 JUKES ROAD FAWKNER 3060	FAWKNER	3060	-37.70230561	144.97292720	1
1714089	1	22:23:00.0000000	2013-07-04	Repair Burst Water Main	WRBRST	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	63	EX	Moderate shrink/swell potential.	Clay.	63	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	CIRCULAR	1995-09-29	NONE	(null)	YES	PIPE	COURT	90.0838	INTEGRITY	105.6152	105.4592	-37.80897619	-37.80901102	145.14570844	145.14510254	1550536358	1125029152	REPAIR LEAKING WATER MAIN	UNKN	UNKN			1527668	7 PIPE COURT BLACKBURN NORTH 3130	BLACKBURN NORTH	3130	-37.80878940	145.14510310	72
1714272	1	15:15:00.0000000	2010-01-24	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2000-08-22	NONE	(null)	YES	JOHN	STREET	17.6629	INTEGRITY	99.0754	98.7500	-37.81414256	-37.81412047	145.15074490	145.15054623	1550536358	1125029152	REPAIR BURST WATER MAIN	UNKN	UNKN			1510455	45 WILLIAMS ROAD BLACKBURN 3130	BLACKBURN	3130	-37.81403390	145.15079950	38
1714643	1	20:30:00.0000000	2005-05-25	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC - MODIFIED	CIRCULAR	2003-05-04	NONE	(null)	YES	GREAT RYRIE	STREET	26.0193	INTEGRITY	106.0900	105.1900	-37.82785951	-37.82762507	145.23738107	145.23738268	1125056051	1125029150	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1344870	62 GREAT RYRIE STREET HEATHMONT 3135	HEATHMONT	3135	-37.82774047	145.23710370	8
1714680	1	16:43:00.0000000	1999-11-23	Repair Burst Water Main	WRBRST	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	63	EX	Moderate shrink/swell potential.	Clay.	63	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	CIRCULAR	1999-06-01	NONE	(null)	YES	KARDELLA	COURT	37.3201	MIGRATED	154.3520	152.6581	-37.77911913	-37.77885454	145.25156904	145.25137482	1551022849	1125029140	REP BURST MNS UPTO 100 DTH>2-3	UNKN	UNKN			1500045	14 LEENA COURT WARRANWOOD 3134	WARRANWOOD	3134	-37.77890700	145.25124260	2
1714935	1	12:54:00.0000000	1998-02-10	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	150	EX	Moderate shrink/swell potential.	Clay.	150	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	1995-06-29	NONE	(null)	YES	GUNYAH	ROAD	160.8023	INTEGRITY	108.7693	113.6141	-37.80982014	-37.81100600	145.16496213	145.16512397	1125113392	1125029164	REP BURST MNS D>100-150DTH 0-2	UNKN	UNKN			1253633	28 GUNYAH ROAD BLACKBURN NORTH 3130	BLACKBURN NORTH	3130	-37.80988235	145.16481810	11
1716287	1	17:00:00.0000000	2005-03-24	Repair Burst Water Main	WRBRST	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	63	EX	Moderate shrink/swell potential.	Clay.	63	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	CIRCULAR	2003-07-01	NONE	(null)	YES	RATHDOWNE	STREET	56.8690	INTEGRITY	38.0000	38.0000	-37.77874097	-37.77924556	144.97378964	144.97370385	1550536422	1125029157	REP LK 1.5M DEEP NON MS 100DIA	UNKN	UNKN			1000339	10 RATHDOWNE STREET BRUNSWICK EAST 3057	BRUNSWICK EAST	3057	-37.77894754	144.97387260	6
1717096	1	14:30:00.0000000	2004-04-08	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2002-06-21	NONE	(null)	YES	NESTOR	GROVE	69.5656	INTEGRITY	80.0214	76.9900	-37.80178986	-37.80116861	145.14311559	145.14322054	1125113391	1125029152	REP BURST 0-1.5M DEEP <150 DIA	UNKN	UNKN			1248433	1 NESTOR GROVE BLACKBURN NORTH 3130	BLACKBURN NORTH	3130	-37.80145230	145.14329920	8
1717984	1	23:25:00.0000000	2008-10-03	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	1997-10-13	NONE	(null)	YES	HOBBS	CRESCENT	148.6547	INTEGRITY	86.2167	87.2300	-37.70641736	-37.70565616	145.00457416	145.00595150	1550610094	1125029168	REPAIR LEAKING WATER MAIN	UNKN	UNKN			1681421				(null)	(null)	44
1718648	1	10:13:00.0000000	2006-04-17	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	150	EX	Moderate shrink/swell potential.	Clay.	150	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2005-02-01	NONE	(null)	YES	BARKLY	STREET	108.5460	INTEGRITY	46.0000	45.4100	-37.77594144	-37.77608342	144.95870496	144.95992340	1550536422	1125029157	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1012421	300 BARKLY STREET BRUNSWICK 3056	BRUNSWICK	3056	-37.77605726	144.95873120	5
1720349	1	23:19:00.0000000	2004-02-06	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	1997-06-27	NONE	(null)	YES	ISAACS	STREET	100.9630	INTEGRITY	57.8894	57.0205	-37.74567751	-37.74553186	144.99962272	144.99852793	1550539577	1125029158	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1131194	1 ISAACS STREET PRESTON 3072	PRESTON	3072	-37.74570230	144.99900360	27
1721100	1	12:45:00.0000000	2001-05-18	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2000-01-20	NONE	(null)	YES	SHIRVINGTON	PLACE	121.8036	INTEGRITY	123.7600	132.3669	-37.79257806	-37.79307266	145.17731188	145.17612742	1125113392	1125029164	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1580834	7 SHIRVINGTON PLACE DONVALE 3111	DONVALE	3111	-37.79229862	145.17756510	5
1721106	1	11:07:00.0000000	2004-06-19	Repair Burst Water Main	WRBRST	UPVC - MODIFIED	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC - MODIFIED	CIRCULAR	2004-01-16	NONE	(null)	YES	BEVERLEY	STREET	97.8920	INTEGRITY	113.0329	117.8700	-37.79121179	-37.79134901	145.16171479	145.16281274	1550014689	1125029164	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1312785	92 BEVERLEY STREET DONCASTER EAST 3109	DONCASTER EAST	3109	-37.79138544	145.16224380	1
1721191	1	09:43:00.0000000	1999-02-25	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	VE	Very high shrink/swell potential.	Expansive Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	1998-09-28	NONE	(null)	YES	BRADLEY	AVENUE	230.6033	INTEGRITY	49.5505	45.1698	-37.76126836	-37.76096797	144.99249590	144.98990631	1550536422	1125029157	REP BURST MNS UPTO 100 DTH>2-3	UNKN	UNKN			1064830	2 BRADLEY AVENUE THORNBURY 3071	THORNBURY	3071	-37.76113081	144.99212880	2
1722125	1	11:35:00.0000000	2005-02-15	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	2001-02-14	NONE	(null)	YES	KALLAY	STREET	61.1947	INTEGRITY	144.7900	141.9466	-37.79263482	-37.79223415	145.25928573	145.25881367	1550014689	1125029150	REP LK >1.5M DEEP NON MS <100D	UNKN	UNKN			1372311	8 KALLAY STREET CROYDON 3136	CROYDON	3136	-37.79237322	145.25928360	16
1722427	1	12:30:00.0000000	2007-05-29	Repair Burst Water Main	WRBRST	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	100	EX	Moderate shrink/swell potential.	Clay.	100	UPVC-THICK WALLED PRESSURE PIPE(INCL BLUE BRUTE)	CIRCULAR	1998-10-15	NONE	(null)	YES	RALEIGH	STREET	225.7968	INTEGRITY	106.7650	108.0419	-37.83938062	-37.83967497	145.15831215	145.16084850	1550536358	1125029152	REP BURST 0-1.5M DEEP, <100DIA	UNKN	UNKN			1256097	21 RALEIGH STREET BLACKBURN SOUTH 3130	BLACKBURN SOUTH	3130	-37.83924816	145.15818130	34
1722688	1	10:10:00.0000000	2008-01-19	Repair Burst Water Main	WRBRST	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	125	EX	Moderate shrink/swell potential.	Clay.	125	POLYETHYLENE(SOLID WALL, HIGH DENSITY)	CIRCULAR	2001-04-04	NONE	(null)	YES	SMITH	STREET	141.4396	INTEGRITY	46.0000	47.0000	-37.75652787	-37.75671173	144.98942295	144.99101123	1550536422	1125029157	REP LK 1.5M DEEP NON MS 100DIA	UNKN	UNKN			1674215	93 SMITH STREET THORNBURY 3071	THORNBURY	3071	-37.75698815	144.99233030	27
